Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
EIF4E1B		5q35.2	AMP	19	1537	1.2%	No
MUC6		11p15.5	AMP	6	1425	0.4%	No
BRCA1		17q21.31	HOMDEL	1	539	0.2%	Yes
ZNF577		19q13.41	HOMDEL	2	1062	0.2%	No
MMP13		11q22.2	AMP	10	1537	0.7%	No
TRGV9		7p14.1	AMP	4	539	0.7%	No
DSG1		18q12.1	AMP	12	1537	0.8%	No
SAMSN1-AS1		21q11.2	AMP	4	579	0.7%	No
ZNF302		19q13.11	HOMDEL	2	1062	0.2%	No
REG4		1p12	AMP	10	1537	0.7%	No
RN7SL446P		4q31.3	HOMDEL	2	539	0.4%	No
IHO1		3p21.31	HOMDEL	4	1174	0.3%	No
ARL6IP4		12q24.31	HOMDEL	2	1062	0.2%	No
IL18BP		11q13.4	HOMDEL	1	363	0.3%	No
DNAH5		5p15.2	HOMDEL	2	112	1.8%	No
KRTAP3-3		17q21.2	AMP	7	942	0.7%	No
VXN		8q13.1	AMP	42	1537	2.7%	No
PIK3R3		1p34.1	HOMDEL	2	1062	0.2%	Yes
PIGG		4p16.3	AMP	22	1481	1.5%	No
ZNF703		8p11.23	AMP	28	1537	1.8%	Yes
EYS		6q12	AMP	7	1537	0.5%	No
PARK7		1p36.23	AMP	11	1537	0.7%	No
CASP14		19p13.12	AMP	92	1537	6.0%	No
OR3A1		17p13.3	HOMDEL	1	539	0.2%	No
CCPG1		15q21.3	HOMDEL	5	1062	0.5%	No
LINC01530		19q13.41	AMP	3	579	0.5%	No
JADE1		4q28.2	HOMDEL	5	1425	0.4%	No
RN7SL640P		9p13.1	AMP	4	539	0.7%	No
SCARB2		4q21.1	AMP	1	363	0.3%	No
FRG2DP		16p11.1	HOMDEL	3	942	0.3%	No
VAPA		18p11.22	AMP	17	1537	1.1%	No
SLC22A6		11q12.3	HOMDEL	5	1537	0.3%	No
LINC01121		2p21	HOMDEL	1	523	0.2%	No
TMEM60		7q11.23	AMP	7	1537	0.5%	No
DIAPH3-AS1		13q21.2	AMP	2	579	0.3%	No
MTRNR2L7		10p11.21	AMP	6	1118	0.5%	No
PRLH		2q37.3	HOMDEL	8	1425	0.6%	No
DNAH1		3p21.1	AMP	29	1425	2.0%	No
PINCR		Xp11.3	HOMDEL	3	523	0.6%	No
NSA2		5q13.3	HOMDEL	10	1425	0.7%	No
RPH3AL-AS1		17p13.3	HOMDEL	3	523	0.6%	No
SPRYD3		12q13.13	AMP	38	1537	2.5%	No
IRX2		5p15.33	AMP	44	1537	2.9%	No
VSIG2		11q24.2	AMP	9	1537	0.6%	No
LINC01546		Xp22.33	AMP	1	539	0.2%	No
TNFSF12-TNFSF13		17p13.1	HOMDEL	1	523	0.2%	No
GIMAP1		7q36.1	AMP	6	1174	0.5%	No
RN7SL638P		20p11.23	AMP	3	539	0.6%	No
TMEM30A-DT		6q14.1	AMP	9	579	1.6%	No
GTF2H2B		5q13.2	HOMDEL	10	1425	0.7%	No
NRN1L		16q22.1	HOMDEL	14	1425	1.0%	No
LRRC37A7P		18q12.1	AMP	5	595	0.8%	No
ERFE		2q37.3	AMP	6	595	1.0%	No
OR1J1		9q33.2	HOMDEL	3	902	0.3%	No
CD37		19q13.33	AMP	20	1537	1.3%	No
VAPB		20q13.32	AMP	46	1537	3.0%	No
ARRDC1-AS1		9q34.3	AMP	16	1537	1.0%	No
FAM230C		13q11	AMP	9	595	1.5%	No
DIAPH3-AS2		13q21.2	AMP	1	56	1.8%	No
DDX11L9		15q26.3	AMP	10	1118	0.9%	No
SLCO2B1		11q13.4	AMP	18	1425	1.3%	No
MAMDC4		9q34.3	HOMDEL	3	902	0.3%	No
CFAP58-DT		10q25.1	AMP	1	523	0.2%	No
PRSS55		8p23.1	HOMDEL	54	1537	3.5%	No
CLDN9		16p13.3	HOMDEL	2	539	0.4%	No
USP17L19		4p16.1	HOMDEL	2	1062	0.2%	No
BRD3		9q34.2	AMP	3	1062	0.3%	Yes
SMUG1		12q13.13	AMP	21	1425	1.5%	No
C5ORF38		5p15.33	AMP	44	1537	2.9%	No
FMR1		Xq27.3	HOMDEL	4	651	0.6%	No
CDK17		12q23.1	HOMDEL	1	539	0.2%	No
OR51F2		11p15.4	HOMDEL	5	1062	0.5%	No
ECE1-AS1		1p36.12	AMP	6	579	1.0%	No
DNAJB5-DT		9p13.3	AMP	2	523	0.4%	No
PSMG4		6p25.2	HOMDEL	2	1062	0.2%	No
CD38		4p15.32	AMP	18	1481	1.2%	No
ELP5		17p13.1	AMP	13	1537	0.8%	No
CCZ1B		7p22.1	AMP	13	1537	0.8%	No
RN7SL647P		3p12.3	AMP	2	539	0.4%	No
C14ORF177		14q32.2	HOMDEL	2	1062	0.2%	No
TMEM209		7q32.2	AMP	27	1537	1.8%	No
ZNF720		16p11.2	AMP	26	1537	1.7%	No
MYORG		9p13.3	HOMDEL	2	1062	0.2%	No
SMIM3		5q33.1	AMP	1	363	0.3%	No
OR4A15		11q11	AMP	9	1174	0.8%	No
ZNF436-AS1		1p36.12	AMP	10	1537	0.7%	No
ARPC2		2q35	AMP	23	1425	1.6%	No
TBC1D3C		17q12	HOMDEL	7	1425	0.5%	No
LINC01756		1p35.3	AMP	2	523	0.4%	No
C5ORF63		5q23.2	HOMDEL	1	539	0.2%	No
TMEM33		4p13	HOMDEL	5	1062	0.5%	No
LINC00508		12q24.32	AMP	5	539	0.9%	No
CES4A		16q22.1	HOMDEL	10	1425	0.7%	No
DDX58		9p21.1	AMP	9	1425	0.6%	No
ANTXRL		10q11.22	HOMDEL	5	1425	0.4%	No
GOLM1		9q21.33	AMP	7	1425	0.5%	No
NHEJ1		2q35	HOMDEL	5	1425	0.4%	No
ENTPD1		10q24.1	AMP	10	1425	0.7%	No
SPATA3		2q37.1	AMP	8	1174	0.7%	No
PAN3		13q12.2	AMP	2	1062	0.2%	No
LINC01534		19q13.12	HOMDEL	1	523	0.2%	No
NAPSA		19q13.33	HOMDEL	2	1062	0.2%	No
RN7SL645P		16q21	AMP	3	539	0.6%	No
FIBCD1		9q34.12	AMP	11	1537	0.7%	No
SNHG12		1p35.3	AMP	13	1537	0.8%	No
MTA2		11q12.3	AMP	17	1537	1.1%	No
ZNF775		7q36.1	HOMDEL	5	1425	0.4%	No
CLDN10-AS1		13q32.1	AMP	3	56	5.4%	No
MORN2		2p22.1	AMP	22	1481	1.5%	No
KLK14		19q13.41	AMP	15	1537	1.0%	No
AAR2		20q11.23	AMP	24	1537	1.6%	No
LINC02431		4q34.1	HOMDEL	5	579	0.9%	No
CLDND2		19q13.41	AMP	12	1537	0.8%	No
TMEM50A		1p36.11	AMP	3	902	0.3%	No
LINC02610		2q37.3	AMP	5	942	0.5%	No
PPM1N		19q13.32	AMP	31	1537	2.0%	No
ENTPD2		9q34.3	AMP	33	1537	2.1%	No
SPTLC1		9q22.31	HOMDEL	6	902	0.7%	No
CARHSP1		16p13.2	AMP	13	1537	0.8%	No
ELMOD1		11q22.3	HOMDEL	14	1537	0.9%	No
HTR3C		3q27.1	AMP	110	1537	7.2%	No
BMP15		Xp11.22	HOMDEL	3	1425	0.2%	No
DHRSX		Xp22.33 and Yp11.2	HOMDEL	8	1118	0.7%	No
KLK13		19q13.41	AMP	13	1537	0.8%	No
TNFSF12		17p13.1	HOMDEL	2	1062	0.2%	No
DPY19L1P1		7p14.3	AMP	7	523	1.3%	No
CEP85L		6q22.31	HOMDEL	2	1062	0.2%	No
FIZ1		19q13.42	AMP	22	1537	1.4%	No
LILRA3		19q13.4 alternate reference locus	HOMDEL	2	1062	0.2%	No
IGHJ2		14q32.33	AMP	8	539	1.5%	No
LPCAT3		12p13.31	HOMDEL	2	363	0.6%	No
SCAND1		20q11.23	AMP	28	1537	1.8%	No
RPGRIP1L		16q12.2	AMP	14	1425	1.0%	No
ODF3B		22q13.33	AMP	7	1425	0.5%	No
TINAG		6p12.1	AMP	9	1537	0.6%	No
CAPZA3		12p12.3	HOMDEL	2	1062	0.2%	No
VPS37B		12q24.31	HOMDEL	1	539	0.2%	No
HMGXB4		22q12.3	HOMDEL	1	56	1.8%	No
SRSF10		1p36.11	HOMDEL	7	1481	0.5%	No
ENTPD6		20p11.21	AMP	10	1537	0.7%	No
ZNF880		19q13.41	HOMDEL	2	1062	0.2%	No
RN7SL648P		Xq13.2	AMP	2	539	0.4%	No
BRINP1		9q33.1	HOMDEL	7	1014	0.7%	No
MANSC4		12p11.22	AMP	20	1174	1.7%	No
TMEM161B-AS1		5q14.3	HOMDEL	4	523	0.8%	No
TMEM241		18q11.2	HOMDEL	4	1174	0.3%	No
TSKU		11q13.5	AMP	30	1537	2.0%	No
ARHGEF26		3q25.2	AMP	44	1481	3.0%	No
LINC02610		2q37.3	HOMDEL	3	886	0.3%	No
OR6K6		1q23.1	AMP	51	1481	3.4%	No
RSPH10B		7p22.1	HOMDEL	3	1062	0.3%	No
ARIH1		15q24.1	HOMDEL	1	539	0.2%	No
RNA5SP159		4p14	HOMDEL	2	539	0.4%	No
REPS1		6q24.1	AMP	8	1481	0.5%	No
FAM104A		17q25.1	AMP	26	1537	1.7%	No
LINC00113		21q21.3	HOMDEL	1	539	0.2%	No
LINC02891		22q11.21	AMP	8	579	1.4%	No
LINC00920		16q21	AMP	8	1062	0.8%	No
ANKMY1		2q37.3	AMP	13	1537	0.8%	No
TRIM2		4q31.3	AMP	8	1062	0.8%	No
RN7SKP46		3q25.32	HOMDEL	1	539	0.2%	No
EFCAB6-AS1		22q13.2	AMP	2	523	0.4%	No
PANK1		10q23.31	HOMDEL	7	1425	0.5%	No
ENTPD3		3p22.1	AMP	3	902	0.3%	No
ZNF702P		19q13.41	HOMDEL	2	1062	0.2%	No
LILRA5		19q13.42	HOMDEL	2	1062	0.2%	No
HTR5A-AS1		7q36.2	AMP	2	579	0.3%	No
WASHC4		12q23.3	AMP	5	1425	0.4%	No
RASL12		15q22.31	AMP	3	1425	0.2%	No
PRKAG2		7q36.1	HOMDEL	7	1537	0.5%	No
SNORD115-7		15q11.2	HOMDEL	4	579	0.7%	No
USP41		22q11.21	HOMDEL	3	539	0.6%	No
TBC1D29P		17q11.2	AMP	11	1118	1.0%	No
OR6N1		1q23.1	AMP	51	1481	3.4%	No
LSM14A		19q13.11	HOMDEL	4	1062	0.4%	No
KRTAP4-5		17q21.2	AMP	7	942	0.7%	No
TINCR		19p13.3	AMP	1	363	0.3%	No
C1D		2p14	HOMDEL	1	539	0.2%	No
FAM98A		2p22.3	HOMDEL	2	1062	0.2%	No
ZNF566		19q13.12	AMP	62	1537	4.0%	No
GAD2		10p12.1	HOMDEL	4	1425	0.3%	No
NGDN		14q11.2	AMP	8	1481	0.5%	No
INHBE		12q13.3	AMP	6	1425	0.4%	No
RNA5SP292		9q31.2	HOMDEL	4	539	0.7%	No
APLN		Xq26.1	HOMDEL	3	651	0.5%	No
PNOC		8p21.1	HOMDEL	43	1537	2.8%	No
MALT1		18q21.32	HOMDEL	13	1425	0.9%	Yes
MMP10		11q22.2	AMP	13	1537	0.8%	No
TNIP1		5q33.1	HOMDEL	2	1062	0.2%	No
TRAJ19		14q11.2	HOMDEL	1	539	0.2%	No
SHANK2-AS1		11q13.4	AMP	5	523	1.0%	No
LINC00709		10p14	AMP	7	1062	0.7%	No
MAN2B2		4p16.1	AMP	18	1537	1.2%	No
BTBD18		11q12.1	AMP	11	1537	0.7%	No
EPC1		10p11.22	HOMDEL	1	539	0.2%	No
NEK10		3p24.1	AMP	5	1425	0.4%	No
ENTPD5		14q24.3	AMP	7	1014	0.7%	No
LINC02249		15q13.2	AMP	5	942	0.5%	No
TDRG1		6p21.2	AMP	5	958	0.5%	No
CCDC160		Xq26.2	AMP	3	958	0.3%	No
SLC49A4		3q21.1	AMP	18	1425	1.3%	No
PARD3-AS1		10p11.21	AMP	5	523	1.0%	No
KRT23		17q21.2	AMP	15	1537	1.0%	No
MMP9		20q13.12	AMP	50	1537	3.3%	No
ACTR6		12q23.1	HOMDEL	1	539	0.2%	No
DLG2		11q14.1	HOMDEL	27	1537	1.8%	No
BFAR		16p13.12	AMP	17	1537	1.1%	No
KCNT1		9q34.3	HOMDEL	3	902	0.3%	No
TAS2R1		5p15.31	HOMDEL	2	112	1.8%	No
USP17L1		8p23.1	HOMDEL	18	579	3.1%	No
APOBEC3A		22q13.1	HOMDEL	3	1118	0.3%	No
CCDC96		4p16.1	HOMDEL	5	1425	0.4%	No
BMP15		Xp11.22	AMP	20	1537	1.3%	No
NAPSA		19q13.33	AMP	13	1537	0.8%	No
NEDD4L		18q21.31	AMP	14	1537	0.9%	No
TNFSF15		9q32	HOMDEL	5	902	0.6%	No
RNF130		5q35.3	AMP	15	1537	1.0%	No
SNORD115-40		15q11.2	HOMDEL	3	579	0.5%	No
TIMP4		3p25.2	AMP	11	1425	0.8%	No
CD40		20q13.12	AMP	50	1537	3.3%	No
PPP2CB		8p12	AMP	9	1537	0.6%	No
ACSL4		Xq23	AMP	2	1062	0.2%	No
DEK		6p22.3	AMP	37	1537	2.4%	Yes
BORA		13q21.33	HOMDEL	7	1537	0.5%	No
INTS12		4q24	AMP	2	1062	0.2%	No
LINC02532		6q21	AMP	8	579	1.4%	No
VENTX		10q26.3	AMP	14	1425	1.0%	No
DQX1		2p13.1	AMP	11	1425	0.8%	No
ZNF548		19q13.43	AMP	19	1537	1.2%	No
MROCKI		6q21	HOMDEL	1	523	0.2%	No
ZIC1		3q24	HOMDEL	3	1425	0.2%	No
JAG1		20p12.2	HOMDEL	1	56	1.8%	No
SRC		20q11.23	AMP	38	1537	2.5%	Yes
IBSP		4q22.1	AMP	2	1062	0.2%	No
MAGEA2B		Xq28	AMP	16	1174	1.4%	No
ROCK2		2p25.1	AMP	31	1537	2.0%	No
LY86		6p25.1	HOMDEL	1	363	0.3%	No
USP17L4		8p23.1	HOMDEL	18	579	3.1%	No
USP22		17p11.2	AMP	14	1537	0.9%	No
NPTN		15q24.1	AMP	17	1537	1.1%	No
KDM3A		2p11.2	AMP	3	475	0.6%	No
GGA1		22q13.1	AMP	25	1537	1.6%	No
HTR3E		3q27.1	HOMDEL	6	1425	0.4%	No
MMP28		17q12	AMP	3	1118	0.3%	No
CD40LG		Xq26.3	AMP	5	1481	0.3%	No
CAMK1D		10p13	AMP	18	1537	1.2%	No
TKTL1		Xq28	AMP	28	1537	1.8%	No
FKRP		19q13.32	AMP	12	1174	1.0%	No
SRPX2		Xq22.1	AMP	3	1062	0.3%	No
CHTF8		16q22.1	HOMDEL	21	1425	1.5%	No
SRD5A1		5p15.31	AMP	37	1425	2.6%	No
KRT223P		17q21.2	AMP	8	595	1.3%	No
WASIR1		Xq28 and Yq12	AMP	6	595	1.0%	No
TBC1D30		12q14.3	AMP	2	112	1.8%	No
LCTL		15q22.31	AMP	6	1425	0.4%	No
AURKB		17p13.1	AMP	8	1174	0.7%	Yes
PPP2R1A		19q13.41	AMP	16	1537	1.0%	Yes
SPSB4		3q23	AMP	35	1537	2.3%	No
ANGEL2		1q32.3	AMP	42	1425	2.9%	No
ZSCAN5A		19q13.43	AMP	23	1537	1.5%	No
SLC25A33		1p36.22	HOMDEL	8	1481	0.5%	No
HINFP		11q23.3	AMP	19	1537	1.2%	No
ACSL1		4q35.1	AMP	2	902	0.2%	No
ALDH5A1		6p22.3	AMP	21	1537	1.4%	No
CABP1		12q24.31	AMP	15	1425	1.1%	No
KLHL6		3q27.1	HOMDEL	6	1425	0.4%	Yes
ZNF675		19p12	HOMDEL	5	1062	0.5%	No
RNF213-AS1		17q25.3	AMP	9	579	1.6%	No
EPPIN		20q13.12	AMP	49	1537	3.2%	No
SPINDOC		11q13.1	AMP	44	1537	2.9%	No
CCNJ		10q24.1	AMP	8	1425	0.6%	No
GPLD1		6p22.3	HOMDEL	2	1062	0.2%	No
LINC00400		13q14.11	HOMDEL	2	595	0.3%	No
IGHJ1		14q32.33	AMP	8	539	1.5%	No
LINC02097		17q24.3	AMP	5	579	0.9%	No
TEKT2		1p34.3	AMP	45	1537	2.9%	No
SRD5A2		2p23.1	AMP	20	1481	1.4%	No
ZSCAN30		18q12.2	AMP	6	1537	0.4%	No
NPAS4		11q13.2	AMP	22	1425	1.5%	No
AP5S1		20p13	HOMDEL	1	539	0.2%	No
DOK5		20q13.2	AMP	40	1537	2.6%	No
OR51J1		11p15.4	HOMDEL	3	539	0.6%	No
SASH1		6q24.3-q25.1	AMP	7	1118	0.6%	No
KRT27		17q21.2	AMP	18	1537	1.2%	No
IL1RAP		3q28	HOMDEL	6	1425	0.4%	No
LGI1		10q23.33	AMP	10	1425	0.7%	No
ECHDC3		10p14	HOMDEL	2	902	0.2%	No
MIR325HG		Xq13.3-q21.1	AMP	1	523	0.2%	No
PPP2R1B		11q23.1	AMP	6	1537	0.4%	No
GPSM1		9q34.3	AMP	17	1425	1.2%	No
MED20		6p21.1	AMP	23	1537	1.5%	No
ULK3		15q24.1	AMP	18	1537	1.2%	No
HNRNPA1P48		16q12.1	HOMDEL	4	595	0.7%	No
ACSL3		2q36.1	AMP	8	1174	0.7%	Yes
TTC30A		2q31.2	AMP	15	1537	1.0%	No
HEPACAM		11q24.2	HOMDEL	15	1537	1.0%	No
NR4A3		9q22	AMP	3	1062	0.3%	Yes
SRI		7q21.12	AMP	3	651	0.5%	No
SULT1B1		4q13.3	AMP	7	1425	0.5%	No
DDX11L10		16p13.3	AMP	14	1118	1.3%	No
CPXM1		20p13	HOMDEL	1	539	0.2%	No
HORMAD2-AS1		22q12.2	AMP	10	579	1.7%	No
HAUS1		18q21.1	HOMDEL	4	1425	0.3%	No
BAG6		6p21.33	AMP	24	1537	1.6%	No
FCMR		1q32.1	AMP	42	1537	2.7%	No
INTS4		11q14.1	AMP	31	1537	2.0%	No
DIPK1B		9q34.3	HOMDEL	3	902	0.3%	No
AICDA		12p13.31	AMP	13	1537	0.8%	No
RTL8B		Xq26.3	HOMDEL	5	651	0.8%	No
STRADB		2q33.1	HOMDEL	3	1425	0.2%	No
ZDHHC11B		5p15.33	HOMDEL	1	539	0.2%	No
RNA5SP387		14q24.3	HOMDEL	1	539	0.2%	No
AMER3		2q21.1	AMP	8	1425	0.6%	No
AKR1D1		7q33	AMP	13	1537	0.8%	No
APOB		2p24.1	HOMDEL	3	651	0.5%	No
LINC01107		2q37.3	AMP	3	579	0.5%	No
LINC00500		4q28.3	AMP	2	539	0.4%	No
TXN		9q31.3	HOMDEL	6	902	0.7%	No
PRRC2A		6p21.33	AMP	24	1537	1.6%	No
ZEB1		10p11.22	HOMDEL	2	902	0.2%	No
PIP4P1		14q11.2	AMP	16	1425	1.1%	No
XPR1		1q25.3	AMP	61	1481	4.1%	No
MAPK8IP1		11p11.2	AMP	11	1425	0.8%	No
TRPC7		5q31.1	AMP	4	1014	0.4%	No
MS4A10		11q12.2	AMP	10	1537	0.7%	No
OXNAD1		3p25.1-p24.3	AMP	7	1425	0.5%	No
LINC00511		17q24.3	HOMDEL	1	539	0.2%	No
ATF4P4		11q23.2	HOMDEL	6	595	1.0%	No
ZNF557		19p13.2	HOMDEL	10	1537	0.7%	No
LINC01265		5p13.1	AMP	14	579	2.4%	No
DDX39B		6p21.33	AMP	24	1537	1.6%	No
FOXB1		15q22.2	AMP	7	1425	0.5%	No
UBE3C		7q36.3	HOMDEL	7	1537	0.5%	No
KIF2A		5q12.1	HOMDEL	12	1425	0.8%	No
HAUS6		9p22.1	HOMDEL	1	539	0.2%	No
RN7SL520P		16q23.1	HOMDEL	7	539	1.3%	No
GPATCH11		2p22.2	HOMDEL	2	1062	0.2%	No
PGLYRP4		1q21.3	AMP	80	1537	5.2%	No
HERC2P10		15q13.2	AMP	4	579	0.7%	No
MT1IP		16q13	AMP	6	886	0.7%	No
RND1		12q13.12	AMP	8	1425	0.6%	No
SLC25A31		4q28.1	HOMDEL	5	1425	0.4%	No
RGL4		22q11.23	AMP	16	1537	1.0%	No
LINC01848		5q21.3	HOMDEL	3	579	0.5%	No
LINC01427		20p11.22	AMP	2	523	0.4%	No
RFESD		5q15	HOMDEL	7	1425	0.5%	No
OR5I1		11q12.1	HOMDEL	3	1425	0.2%	No
LSAMP-AS1		3q13.31	AMP	3	523	0.6%	No
GPANK1		6p21.33	AMP	24	1537	1.6%	No
FOXD3		1p31.3	AMP	5	1062	0.5%	No
ALDH3A1		17p11.2	HOMDEL	7	1174	0.6%	No
SPACA5		Xp11.23	HOMDEL	4	1062	0.4%	No
LARGE1		22q12.3	AMP	6	1062	0.6%	No
ZNF695		1q44	AMP	59	1537	3.8%	No
DPH6-DT		15q14	HOMDEL	4	579	0.7%	No
RBMXL2		11p15.4	AMP	4	1425	0.3%	No
KCNK17		6p21.2	AMP	12	1537	0.8%	No
TYROBP		19q13.12	HOMDEL	2	1062	0.2%	No
SEC62		3q26.2	AMP	127	1537	8.3%	No
FAM169A		5q13.3	AMP	6	1174	0.5%	No
AMDHD2		16p13.3	AMP	15	1425	1.1%	No
TDG		12q23.3	AMP	1	539	0.2%	No
MX1		21q22.3	AMP	16	1537	1.0%	No
STK31		7p15.3	AMP	28	1537	1.8%	No
SCRG1		4q34.1	AMP	1	363	0.3%	No
MIA3		1q41	HOMDEL	3	1425	0.2%	No
SRP68		17q25.1	AMP	47	1537	3.1%	No
DTNA		18q12.1	AMP	6	1537	0.4%	No
RPS6KA1		1p36.11	HOMDEL	9	1481	0.6%	No
SBF1P1		8q12.1	HOMDEL	2	419	0.5%	No
PPP3CB		10q22.2	AMP	23	1537	1.5%	No
H4C9		6p22.1	AMP	15	1537	1.0%	Yes
RN7SKP76		16q21	HOMDEL	4	539	0.7%	No
NFU1		2p13.3	AMP	10	1537	0.7%	No
LDLR		19p13.2	HOMDEL	3	1062	0.3%	No
PTPRN		2q35	AMP	24	1425	1.7%	No
RNASE13		14q11.1	HOMDEL	1	539	0.2%	No
HLA-G		6p22.1	AMP	6	942	0.6%	No
AKAP9		7q21.2	AMP	7	1537	0.5%	No
IFIT2		10q23.31	HOMDEL	7	1425	0.5%	No
TMEM214		2p23.3	AMP	27	1537	1.8%	No
MNDA		1q23.1	AMP	51	1481	3.4%	No
SRP72		4q12	AMP	4	1425	0.3%	No
TLR1		4p14	AMP	4	902	0.4%	No
FAM230B		22q11.21	HOMDEL	6	1062	0.6%	No
TDGF1		3p21.31	AMP	6	1425	0.4%	No
ZNF500		16p13.3	AMP	14	1537	0.9%	No
COQ6		14q24.3	AMP	8	1014	0.8%	No
TMEM244		6q22.33	AMP	4	595	0.7%	No
TDRD1		10q25.3	AMP	4	902	0.4%	No
EXOSC8		13q13.3	AMP	4	1481	0.3%	No
LINC00243		6p21.33	AMP	10	595	1.7%	No
PSMF1		20p13	AMP	6	1062	0.6%	No
MVK		12q24.11	AMP	4	1425	0.3%	No
DTNB		2p23.3	AMP	29	1537	1.9%	No
DOP1A		6q14.1	HOMDEL	1	363	0.3%	No
PPP3CC		8p21.3	AMP	8	1537	0.5%	No
NXPE4		11q23.2	HOMDEL	14	1537	0.9%	No
SNORA32		11q21	HOMDEL	5	886	0.6%	No
SERF1A		5q13.2	AMP	5	1118	0.4%	No
RNF115		1q21.1	AMP	77	1537	5.0%	No
PTPRN2		7q36.3	AMP	16	1537	1.0%	No
SNORD115-36		15q11.2	HOMDEL	4	579	0.7%	No
PAPPA-AS1		9q33.2	AMP	1	523	0.2%	No
HLA-F		6p22.1	AMP	6	942	0.6%	No
MIPOL1		14q13.3-q21.1	HOMDEL	3	1425	0.2%	No
CLEC3A		16q23.1	AMP	12	1537	0.8%	No
NPAS4		11q13.2	HOMDEL	3	1425	0.2%	No
FAM72B		1p11.2	AMP	77	1537	5.0%	No
UGT1A9		2q37.1	AMP	9	1537	0.6%	No
PPP1R14D		15q15.1	AMP	8	1062	0.8%	No
SRPK1		6p21.31	AMP	22	1537	1.4%	No
DNAJC25		9q31.3	HOMDEL	6	902	0.7%	No
MNAT1		14q23.1	AMP	5	1425	0.4%	No
CNTNAP2		7q35-q36.1	AMP	15	1537	1.0%	No
LPCAT2		16q12.2	HOMDEL	11	1425	0.8%	No
TDGF1P3		Xq23	AMP	2	1062	0.2%	No
MVD		16q24.2	AMP	5	1425	0.4%	No
TLR2		4q31.3	AMP	6	1062	0.6%	No
P2RX6P		22q11.21	HOMDEL	6	1062	0.6%	No
PRKCD		3p21.1	HOMDEL	5	1174	0.4%	No
KBTBD2		7p14.3	AMP	20	1425	1.4%	No
HLA-E		6p22.1	AMP	9	942	1.0%	No
PPP3R1		2p14	AMP	21	1537	1.4%	No
FA2H		16q23.1	AMP	7	1425	0.5%	No
CTRB1		16q23.1	HOMDEL	19	1425	1.3%	No
ID3		1p36.12	AMP	8	1537	0.5%	Yes
AHDC1		1p36.11-p35.3	AMP	21	1537	1.4%	No
CCDC6		10q21.2	AMP	31	1537	2.0%	Yes
TOB1		17q21.33	AMP	28	1537	1.8%	No
GPATCH4		1q22-q23.1	AMP	78	1537	5.1%	No
SYF2		1p36.11	AMP	3	902	0.3%	No
SLC35C2		20q13.12	AMP	47	1537	3.1%	No
MN1		22q12.1	AMP	9	1537	0.6%	Yes
MCF2		Xq27.1	HOMDEL	5	651	0.8%	No
SRPK2		7q22.3	AMP	19	1537	1.2%	No
SLC26A2		5q32	AMP	1	363	0.3%	No
TGFB2-AS1		1q41	HOMDEL	1	523	0.2%	No
CD6		11q12.2	HOMDEL	3	475	0.6%	No
LTN1		21q21.3	AMP	5	1537	0.3%	No
KIF23		15q23	AMP	13	1537	0.8%	No
TLR3		4q35.1	AMP	2	902	0.2%	No
TRAM1L1		4q26	AMP	1	363	0.3%	No
TRRAP		7q22.1	AMP	11	1537	0.7%	Yes
FAM236A		Xq13.1	HOMDEL	1	539	0.2%	No
GDPD3		16p11.2	AMP	26	1537	1.7%	No
PPP3R2		9q31.1	AMP	3	1062	0.3%	No
ID2		2p25.1	AMP	33	1537	2.1%	No
SESN1		6q21	AMP	8	1537	0.5%	Yes
PHOSPHO2		2q31.1	AMP	6	1174	0.5%	No
PEX5		12p13.31	HOMDEL	2	363	0.6%	No
LINC01587		4p16.2	AMP	14	1537	0.9%	No
ITGA2		5q11.2	HOMDEL	9	1425	0.6%	No
MUTYH		1p34.1	AMP	22	1537	1.4%	Yes
TBX4		17q23.2	AMP	16	1481	1.1%	No
DRAM2		1p13.3	AMP	5	1062	0.5%	No
SRPRA		11q24.2	AMP	13	1537	0.8%	No
ADAP2		17q11.2	AMP	11	1118	1.0%	No
TLR4		9q33.1	AMP	2	1062	0.2%	No
SUGP2		19p13	AMP	59	1537	3.8%	No
RAB11B		19p13.2	AMP	31	1425	2.2%	No
LINC00498		4q28.3	HOMDEL	2	539	0.4%	No
EPYC		12q21.33	AMP	4	1425	0.3%	No
NSMCE3		15q13.1	AMP	9	1481	0.6%	No
LINC01648		1p35.2	AMP	2	523	0.4%	No
PCDHGB8P		5q31.3	HOMDEL	1	539	0.2%	No
PPP5C		19q13.32	AMP	15	1174	1.3%	No
DERL2		17p13.2	AMP	11	1537	0.7%	No
BICD2		9q22.31	HOMDEL	6	902	0.7%	No
LRRC37A3		17q24.1	AMP	15	1481	1.0%	No
OR6C74		12q13.2	AMP	8	1425	0.6%	No
LINC01470		5q33.1	HOMDEL	2	523	0.4%	No
DHRS11		17q12	AMP	14	1481	0.9%	No
ID1		20q11.21	AMP	86	1537	5.6%	No
HLF		17q22	AMP	18	1481	1.2%	Yes
FRAS1		4q21.21	AMP	2	1062	0.2%	No
SYNPO		5q33.1	AMP	5	1425	0.4%	No
LRRC39		1p21.2	HOMDEL	2	1062	0.2%	No
RETREG2		2q35	HOMDEL	3	1425	0.2%	No
AKAP5		14q23.3	AMP	4	1014	0.4%	No
